filename,width,height,class,xmin,ymin,xmax,ymax
top_potsdam_3_10_RGB.png,68,68,car,89,80,157,148
top_potsdam_3_10_RGB.png,68,68,car,1588,81,1656,149
top_potsdam_3_10_RGB.png,68,68,car,1573,109,1641,177
top_potsdam_3_10_RGB.png,68,68,car,1984,162,2052,230
top_potsdam_3_10_RGB.png,68,68,car,63,165,131,233
top_potsdam_3_10_RGB.png,68,68,car,55,196,123,264
top_potsdam_3_10_RGB.png,68,68,car,1635,230,1703,298
top_potsdam_3_10_RGB.png,68,68,car,1662,252,1730,320
top_potsdam_3_10_RGB.png,68,68,car,1480,264,1548,332
top_potsdam_3_10_RGB.png,68,68,car,1694,276,1762,344
top_potsdam_3_10_RGB.png,68,68,car,1912,292,1980,360
top_potsdam_3_10_RGB.png,68,68,car,1893,300,1961,368
top_potsdam_3_10_RGB.png,68,68,car,1460,301,1528,369
top_potsdam_3_10_RGB.png,68,68,car,1855,305,1923,373
top_potsdam_3_10_RGB.png,68,68,car,1876,308,1944,376
top_potsdam_3_10_RGB.png,68,68,car,1632,323,1700,391
top_potsdam_3_10_RGB.png,68,68,car,1845,326,1913,394
top_potsdam_3_10_RGB.png,68,68,car,1280,332,1348,400
top_potsdam_3_10_RGB.png,68,68,car,1254,383,1322,451
top_potsdam_3_10_RGB.png,68,68,car,1404,427,1472,495
top_potsdam_3_10_RGB.png,68,68,car,81,483,149,551
top_potsdam_3_10_RGB.png,68,68,car,123,490,191,558
top_potsdam_3_10_RGB.png,68,68,car,167,497,235,565
top_potsdam_3_10_RGB.png,68,68,car,1370,500,1438,568
top_potsdam_3_10_RGB.png,68,68,car,213,503,281,571
top_potsdam_3_10_RGB.png,68,68,car,254,510,322,578
top_potsdam_3_10_RGB.png,68,68,car,295,514,363,582
top_potsdam_3_10_RGB.png,68,68,car,410,532,478,600
top_potsdam_3_10_RGB.png,68,68,car,1358,537,1426,605
top_potsdam_3_10_RGB.png,68,68,car,503,551,571,619
top_potsdam_3_10_RGB.png,68,68,car,1341,579,1409,647
top_potsdam_3_10_RGB.png,68,68,car,600,591,668,659
top_potsdam_3_10_RGB.png,68,68,car,2126,598,2194,666
top_potsdam_3_10_RGB.png,68,68,car,632,608,700,676
top_potsdam_3_10_RGB.png,68,68,car,665,625,733,693
top_potsdam_3_10_RGB.png,68,68,car,702,646,770,714
top_potsdam_3_10_RGB.png,68,68,car,1308,677,1376,745
top_potsdam_3_10_RGB.png,68,68,car,813,709,881,777
top_potsdam_3_10_RGB.png,68,68,car,1295,713,1363,781
top_potsdam_3_10_RGB.png,68,68,car,882,749,950,817
top_potsdam_3_10_RGB.png,68,68,car,1286,750,1354,818
top_potsdam_3_10_RGB.png,68,68,car,485,756,553,824
top_potsdam_3_10_RGB.png,68,68,car,741,757,809,825
top_potsdam_3_10_RGB.png,68,68,car,982,812,1050,880
top_potsdam_3_10_RGB.png,68,68,car,504,819,572,887
top_potsdam_3_10_RGB.png,68,68,car,1272,821,1340,889
top_potsdam_3_10_RGB.png,68,68,car,431,831,499,899
top_potsdam_3_10_RGB.png,68,68,car,620,835,688,903
top_potsdam_3_10_RGB.png,68,68,car,1276,854,1344,922
top_potsdam_3_10_RGB.png,68,68,car,1067,865,1135,933
top_potsdam_3_10_RGB.png,68,68,car,1297,884,1365,952
top_potsdam_3_10_RGB.png,68,68,car,557,885,625,953
top_potsdam_3_10_RGB.png,68,68,car,1097,897,1165,965
top_potsdam_3_10_RGB.png,68,68,car,543,940,611,1008
top_potsdam_3_10_RGB.png,68,68,car,1129,963,1197,1031
top_potsdam_3_10_RGB.png,68,68,car,524,965,592,1033
top_potsdam_3_10_RGB.png,68,68,car,461,986,529,1054
top_potsdam_3_10_RGB.png,68,68,car,535,1043,603,1111
top_potsdam_3_10_RGB.png,68,68,car,1395,1114,1463,1182
top_potsdam_3_10_RGB.png,68,68,car,1106,1124,1174,1192
top_potsdam_3_10_RGB.png,68,68,car,645,1142,713,1210
top_potsdam_3_10_RGB.png,68,68,car,1425,1143,1493,1211
top_potsdam_3_10_RGB.png,68,68,car,1082,1157,1150,1225
top_potsdam_3_10_RGB.png,68,68,car,1813,1180,1881,1248
top_potsdam_3_10_RGB.png,68,68,car,1487,1188,1555,1256
top_potsdam_3_10_RGB.png,68,68,car,1948,1198,2016,1266
top_potsdam_3_10_RGB.png,68,68,car,1049,1210,1117,1278
top_potsdam_3_10_RGB.png,68,68,car,1557,1242,1625,1310
top_potsdam_3_10_RGB.png,68,68,car,1028,1249,1096,1317
top_potsdam_3_10_RGB.png,68,68,car,1932,1267,2000,1335
top_potsdam_3_10_RGB.png,68,68,car,2030,1276,2098,1344
top_potsdam_3_10_RGB.png,68,68,car,1018,1288,1086,1356
top_potsdam_3_10_RGB.png,68,68,car,1976,1288,2044,1356
top_potsdam_3_10_RGB.png,68,68,car,1994,1299,2062,1367
top_potsdam_3_10_RGB.png,68,68,car,1004,1322,1072,1390
top_potsdam_3_10_RGB.png,68,68,car,1702,1323,1770,1391
top_potsdam_3_10_RGB.png,68,68,car,1624,1331,1692,1399
top_potsdam_3_10_RGB.png,68,68,car,1751,1346,1819,1414
top_potsdam_3_10_RGB.png,68,68,car,2122,1360,2190,1428
top_potsdam_3_10_RGB.png,68,68,car,1181,1362,1249,1430
top_potsdam_3_10_RGB.png,68,68,car,1620,1363,1688,1431
top_potsdam_3_10_RGB.png,68,68,car,990,1375,1058,1443
top_potsdam_3_10_RGB.png,68,68,car,2154,1377,2222,1445
top_potsdam_3_10_RGB.png,68,68,car,1259,1382,1327,1450
top_potsdam_3_10_RGB.png,68,68,car,1613,1396,1681,1464
top_potsdam_3_10_RGB.png,68,68,car,1170,1414,1238,1482
top_potsdam_3_10_RGB.png,68,68,car,978,1422,1046,1490
top_potsdam_3_10_RGB.png,68,68,car,1247,1433,1315,1501
top_potsdam_3_10_RGB.png,68,68,car,1165,1434,1233,1502
top_potsdam_3_10_RGB.png,68,68,car,1608,1438,1676,1506
top_potsdam_3_10_RGB.png,68,68,car,1607,1471,1675,1539
top_potsdam_3_10_RGB.png,68,68,car,1237,1484,1305,1552
top_potsdam_3_10_RGB.png,68,68,car,1330,1515,1398,1583
top_potsdam_3_10_RGB.png,68,68,car,1327,1535,1395,1603
top_potsdam_3_10_RGB.png,68,68,car,617,1553,685,1621
top_potsdam_3_10_RGB.png,68,68,car,1326,1553,1394,1621
top_potsdam_3_10_RGB.png,68,68,car,1596,1555,1664,1623
top_potsdam_3_10_RGB.png,68,68,car,1323,1572,1391,1640
top_potsdam_3_10_RGB.png,68,68,car,529,1591,597,1659
top_potsdam_3_10_RGB.png,68,68,car,1593,1593,1661,1661
top_potsdam_3_10_RGB.png,68,68,car,1751,1604,1819,1672
top_potsdam_3_10_RGB.png,68,68,car,493,1606,561,1674
top_potsdam_3_10_RGB.png,68,68,car,949,1610,1017,1678
top_potsdam_3_10_RGB.png,68,68,car,456,1621,524,1689
top_potsdam_3_10_RGB.png,68,68,car,1177,1629,1245,1697
top_potsdam_3_10_RGB.png,68,68,car,1586,1630,1654,1698
top_potsdam_3_10_RGB.png,68,68,car,399,1640,467,1708
top_potsdam_3_10_RGB.png,68,68,car,1174,1650,1242,1718
top_potsdam_3_10_RGB.png,68,68,car,942,1652,1010,1720
top_potsdam_3_10_RGB.png,68,68,car,357,1653,425,1721
top_potsdam_3_10_RGB.png,68,68,car,1583,1665,1651,1733
top_potsdam_3_10_RGB.png,68,68,car,303,1672,371,1740
top_potsdam_3_10_RGB.png,68,68,car,912,1674,980,1742
top_potsdam_3_10_RGB.png,68,68,car,264,1685,332,1753
top_potsdam_3_10_RGB.png,68,68,car,937,1693,1005,1761
top_potsdam_3_10_RGB.png,68,68,car,218,1696,286,1764
top_potsdam_3_10_RGB.png,68,68,car,1579,1696,1647,1764
top_potsdam_3_10_RGB.png,68,68,car,177,1707,245,1775
top_potsdam_3_10_RGB.png,68,68,car,139,1721,207,1789
top_potsdam_3_10_RGB.png,68,68,car,929,1745,997,1813
top_potsdam_3_10_RGB.png,68,68,car,59,1746,127,1814
top_potsdam_3_10_RGB.png,68,68,car,1239,1749,1307,1817
top_potsdam_3_10_RGB.png,68,68,car,22,1758,90,1826
top_potsdam_3_10_RGB.png,68,68,car,1640,1776,1708,1844
top_potsdam_3_10_RGB.png,68,68,car,2136,1776,2204,1844
top_potsdam_3_10_RGB.png,68,68,car,924,1777,992,1845
top_potsdam_3_10_RGB.png,68,68,car,124,1782,192,1850
top_potsdam_3_10_RGB.png,68,68,car,1239,1782,1307,1850
top_potsdam_3_10_RGB.png,68,68,car,1571,1783,1639,1851
top_potsdam_3_10_RGB.png,68,68,car,2132,1795,2200,1863
top_potsdam_3_10_RGB.png,68,68,car,78,1810,146,1878
top_potsdam_3_10_RGB.png,68,68,car,2125,1814,2193,1882
top_potsdam_3_10_RGB.png,68,68,car,1566,1819,1634,1887
top_potsdam_3_10_RGB.png,68,68,car,917,1823,985,1891
top_potsdam_3_10_RGB.png,68,68,car,1562,1861,1630,1929
top_potsdam_3_10_RGB.png,68,68,car,912,1863,980,1931
top_potsdam_3_10_RGB.png,68,68,car,106,1873,174,1941
top_potsdam_3_10_RGB.png,68,68,car,1556,1897,1624,1965
top_potsdam_3_10_RGB.png,68,68,car,1551,1949,1619,2017
top_potsdam_3_10_RGB.png,68,68,car,1298,1955,1366,2023
top_potsdam_3_10_RGB.png,68,68,car,2139,1955,2207,2023
top_potsdam_3_10_RGB.png,68,68,car,1275,1972,1343,2040
top_potsdam_3_10_RGB.png,68,68,car,1227,1980,1295,2048
top_potsdam_3_10_RGB.png,68,68,car,1248,1981,1316,2049
top_potsdam_3_10_RGB.png,68,68,car,1545,1989,1613,2057
top_potsdam_3_10_RGB.png,68,68,car,2133,2009,2201,2077
top_potsdam_3_10_RGB.png,68,68,car,1541,2021,1609,2089
top_potsdam_3_10_RGB.png,68,68,car,436,2023,504,2091
top_potsdam_3_10_RGB.png,68,68,car,417,2024,485,2092
top_potsdam_3_10_RGB.png,68,68,car,1274,2045,1342,2113
top_potsdam_3_10_RGB.png,68,68,car,1315,2046,1383,2114
top_potsdam_3_10_RGB.png,68,68,car,2124,2068,2192,2136
top_potsdam_3_10_RGB.png,68,68,car,1200,2072,1268,2140
top_potsdam_3_10_RGB.png,68,68,car,1218,2081,1286,2149
top_potsdam_3_10_RGB.png,68,68,car,1532,2081,1600,2149
top_potsdam_3_10_RGB.png,68,68,car,877,2084,945,2152
top_potsdam_3_10_RGB.png,68,68,car,1262,2097,1330,2165
top_potsdam_3_10_RGB.png,68,68,car,478,2111,546,2179
top_potsdam_3_10_RGB.png,68,68,car,1529,2124,1597,2192
top_potsdam_3_10_RGB.png,68,68,car,1256,2133,1324,2201
top_potsdam_3_10_RGB.png,68,68,car,2127,2134,2195,2202
top_potsdam_3_10_RGB.png,68,68,car,2127,2149,2195,2217
top_potsdam_3_10_RGB.png,68,68,car,1252,2150,1320,2218
top_potsdam_3_10_RGB.png,68,68,car,2031,2155,2099,2223
top_potsdam_3_10_RGB.png,68,68,car,1527,2161,1595,2229
top_potsdam_3_10_RGB.png,68,68,car,2125,2173,2193,2241
top_potsdam_3_10_RGB.png,68,68,car,482,2184,550,2252
top_potsdam_6_7_RGB.png,68,68,car,916,767,984,835
top_potsdam_6_7_RGB.png,68,68,car,1066,832,1134,900
top_potsdam_6_7_RGB.png,68,68,car,1047,836,1115,904
top_potsdam_6_7_RGB.png,68,68,car,1012,838,1080,906
top_potsdam_6_7_RGB.png,68,68,car,992,839,1060,907
top_potsdam_6_7_RGB.png,68,68,car,962,843,1030,911
top_potsdam_6_7_RGB.png,68,68,car,1097,1054,1165,1122
top_potsdam_6_7_RGB.png,68,68,car,1088,1073,1156,1141
top_potsdam_6_7_RGB.png,68,68,car,2126,1080,2194,1148
top_potsdam_6_7_RGB.png,68,68,car,2128,1099,2196,1167
top_potsdam_6_7_RGB.png,68,68,car,2143,1136,2211,1204
top_potsdam_6_7_RGB.png,68,68,car,2159,1204,2227,1272
top_potsdam_6_7_RGB.png,68,68,car,2167,1218,2235,1286
top_potsdam_6_7_RGB.png,68,68,car,2131,1294,2199,1362
top_potsdam_6_7_RGB.png,68,68,car,1070,1311,1138,1379
top_potsdam_6_7_RGB.png,68,68,car,1331,1326,1399,1394
top_potsdam_6_7_RGB.png,68,68,car,2115,1355,2183,1423
top_potsdam_6_7_RGB.png,68,68,car,1039,1479,1107,1547
top_potsdam_6_7_RGB.png,68,68,car,1022,1508,1090,1576
top_potsdam_6_7_RGB.png,68,68,car,723,1513,791,1581
top_potsdam_6_7_RGB.png,68,68,car,1267,1558,1335,1626
top_potsdam_6_7_RGB.png,68,68,car,1154,1581,1222,1649
top_potsdam_6_7_RGB.png,68,68,car,1148,1628,1216,1696
top_potsdam_6_7_RGB.png,68,68,car,1894,1635,1962,1703
top_potsdam_6_7_RGB.png,68,68,car,165,1702,233,1770
top_potsdam_6_7_RGB.png,68,68,car,205,1713,273,1781
top_potsdam_6_7_RGB.png,68,68,car,239,1721,307,1789
top_potsdam_6_7_RGB.png,68,68,car,285,1736,353,1804
top_potsdam_6_7_RGB.png,68,68,car,324,1746,392,1814
top_potsdam_6_7_RGB.png,68,68,car,356,1754,424,1822
top_potsdam_6_7_RGB.png,68,68,car,399,1765,467,1833
top_potsdam_6_7_RGB.png,68,68,car,430,1773,498,1841
top_potsdam_6_7_RGB.png,68,68,car,236,1777,304,1845
top_potsdam_6_7_RGB.png,68,68,car,271,1779,339,1847
top_potsdam_6_7_RGB.png,68,68,car,510,1793,578,1861
top_potsdam_6_7_RGB.png,68,68,car,607,1813,675,1881
top_potsdam_6_7_RGB.png,68,68,car,654,1816,722,1884
top_potsdam_6_7_RGB.png,68,68,car,696,1817,764,1885
top_potsdam_6_7_RGB.png,68,68,car,2148,1822,2216,1890
top_potsdam_6_7_RGB.png,68,68,car,860,1828,928,1896
top_potsdam_6_7_RGB.png,68,68,car,2111,1831,2179,1899
top_potsdam_6_7_RGB.png,68,68,car,418,1834,486,1902
top_potsdam_6_7_RGB.png,68,68,car,456,1837,524,1905
top_potsdam_6_7_RGB.png,68,68,car,974,1837,1042,1905
top_potsdam_6_7_RGB.png,68,68,car,1018,1839,1086,1907
top_potsdam_6_7_RGB.png,68,68,car,2082,1840,2150,1908
top_potsdam_6_7_RGB.png,68,68,car,530,1845,598,1913
top_potsdam_6_7_RGB.png,68,68,car,1328,1862,1396,1930
top_potsdam_6_7_RGB.png,68,68,car,1367,1864,1435,1932
top_potsdam_6_7_RGB.png,68,68,car,241,1868,309,1936
top_potsdam_6_7_RGB.png,68,68,car,2151,1869,2219,1937
top_potsdam_6_7_RGB.png,68,68,car,1955,1874,2023,1942
top_potsdam_6_7_RGB.png,68,68,car,224,1877,292,1945
top_potsdam_6_7_RGB.png,68,68,car,183,1882,251,1950
top_potsdam_6_7_RGB.png,68,68,car,1913,1885,1981,1953
top_potsdam_6_7_RGB.png,68,68,car,1254,1896,1322,1964
top_potsdam_6_7_RGB.png,68,68,car,1821,1896,1889,1964
top_potsdam_6_7_RGB.png,68,68,car,1289,1898,1357,1966
top_potsdam_6_7_RGB.png,68,68,car,2028,1899,2096,1967
top_potsdam_6_7_RGB.png,68,68,car,1333,1901,1401,1969
top_potsdam_6_7_RGB.png,68,68,car,1367,1903,1435,1971
top_potsdam_6_7_RGB.png,68,68,car,805,1906,873,1974
top_potsdam_6_7_RGB.png,68,68,car,1987,1909,2055,1977
top_potsdam_6_7_RGB.png,68,68,car,1488,1911,1556,1979
top_potsdam_6_7_RGB.png,68,68,car,1926,1927,1994,1995
top_potsdam_6_7_RGB.png,68,68,car,1180,1930,1248,1998
top_potsdam_6_7_RGB.png,68,68,car,1138,1933,1206,2001
top_potsdam_6_7_RGB.png,68,68,car,2132,1943,2200,2011
top_potsdam_6_7_RGB.png,68,68,car,1743,1947,1811,2015
